update_time,关键词,笔记标题,笔记id,笔记类型,笔记图片列表,笔记链接,博主昵称,博主主页链接,笔记发布日期,笔记正文,点赞量,收藏量,评论量,评论内容,评论点赞数,评论时间,评论用户,评论用户id,评论,评论正负向,用户倾向,一级分类,二级分类
2025-05-20 14:46:19,初普美容仪,第二次用初普,647f44ca000000000800ce03,normal,"['http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40204908vu0i66hpmojj9j8?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40004908vu0i66hp1ni2ubo?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj400g4908vu0i66hpi52icg0?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40104908vu0i66hp0notfig?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj401g4908vu0i66hp4ntndao?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL']",https://www.xiaohongshu.com/discovery/item/647f44ca000000000800ce03?xsec_source=app_share&xsec_token=CBWNtkfbN7dCfPRd1YTPGfzp0kaiyWLSTaAPZS4a58q8Y=,是卡渣菲啦🍉,https://www.xiaohongshu.com/user/profile/5863c1233460944b33f61a39,2023-06-06 14:38:02,"好多姐妹私信问我温控灯什么样的，清楚的拍了几个照片，没打开和打开的都拍了，提示灯一直都是蓝色，并没有橘色。
微电流需要另外打开才会有，感觉做完后确实有嘭起来的感觉，美眼仪大家都出了吗，有没有用了的姐妹劝我留下的，很纠结留还是出，除了舍不得，留下怕不用#射频美容仪[话题]# #初普[话题]# #家用美容仪[话题]# #我的随手拍[话题]# #美容仪[话题]#",21,6,76,金矿用第二次突然自动关机了,0.0,2023-06-07 13:46:22,哒哒～,5dad0394000000000100a798,,负向,其他,用户痛点与担忧,质量与售后问题
2025-05-20 14:46:20,初普美容仪,第二次用初普,647f44ca000000000800ce03,normal,"['http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40204908vu0i66hpmojj9j8?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40004908vu0i66hp1ni2ubo?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj400g4908vu0i66hpi52icg0?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40104908vu0i66hp0notfig?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj401g4908vu0i66hp4ntndao?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL']",https://www.xiaohongshu.com/discovery/item/647f44ca000000000800ce03?xsec_source=app_share&xsec_token=CBWNtkfbN7dCfPRd1YTPGfzp0kaiyWLSTaAPZS4a58q8Y=,是卡渣菲啦🍉,https://www.xiaohongshu.com/user/profile/5863c1233460944b33f61a39,2023-06-06 14:38:02,"好多姐妹私信问我温控灯什么样的，清楚的拍了几个照片，没打开和打开的都拍了，提示灯一直都是蓝色，并没有橘色。
微电流需要另外打开才会有，感觉做完后确实有嘭起来的感觉，美眼仪大家都出了吗，有没有用了的姐妹劝我留下的，很纠结留还是出，除了舍不得，留下怕不用#射频美容仪[话题]# #初普[话题]# #家用美容仪[话题]# #我的随手拍[话题]# #美容仪[话题]#",21,6,76,用完有点冒痘，是因为补水没做好吗？但是用完皮肤比之前 Q 弹了，紧致了,2.0,2023-06-07 13:03:43,h^_^,5bac8e2be8ac2b0be02748e5,,其他,其他,用户痛点与担忧,副作用与风险担忧
2025-05-20 14:46:20,初普美容仪,第二次用初普,647f44ca000000000800ce03,normal,"['http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40204908vu0i66hpmojj9j8?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40004908vu0i66hp1ni2ubo?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj400g4908vu0i66hpi52icg0?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40104908vu0i66hp0notfig?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj401g4908vu0i66hp4ntndao?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL']",https://www.xiaohongshu.com/discovery/item/647f44ca000000000800ce03?xsec_source=app_share&xsec_token=CBWNtkfbN7dCfPRd1YTPGfzp0kaiyWLSTaAPZS4a58q8Y=,是卡渣菲啦🍉,https://www.xiaohongshu.com/user/profile/5863c1233460944b33f61a39,2023-06-06 14:38:02,"好多姐妹私信问我温控灯什么样的，清楚的拍了几个照片，没打开和打开的都拍了，提示灯一直都是蓝色，并没有橘色。
微电流需要另外打开才会有，感觉做完后确实有嘭起来的感觉，美眼仪大家都出了吗，有没有用了的姐妹劝我留下的，很纠结留还是出，除了舍不得，留下怕不用#射频美容仪[话题]# #初普[话题]# #家用美容仪[话题]# #我的随手拍[话题]# #美容仪[话题]#",21,6,76,我连着用了三天 法令纹并没有改善[笑哭R],1.0,2023-06-07 13:23:51,QuasimodoW,56cfba194775a7265778d9b7,,负向,抹黑,产品功效与效果感知,效果质疑与失望
2025-05-20 14:46:20,初普美容仪,第二次用初普,647f44ca000000000800ce03,normal,"['http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40204908vu0i66hpmojj9j8?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40004908vu0i66hp1ni2ubo?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj400g4908vu0i66hpi52icg0?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40104908vu0i66hp0notfig?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj401g4908vu0i66hp4ntndao?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL']",https://www.xiaohongshu.com/discovery/item/647f44ca000000000800ce03?xsec_source=app_share&xsec_token=CBWNtkfbN7dCfPRd1YTPGfzp0kaiyWLSTaAPZS4a58q8Y=,是卡渣菲啦🍉,https://www.xiaohongshu.com/user/profile/5863c1233460944b33f61a39,2023-06-06 14:38:02,"好多姐妹私信问我温控灯什么样的，清楚的拍了几个照片，没打开和打开的都拍了，提示灯一直都是蓝色，并没有橘色。
微电流需要另外打开才会有，感觉做完后确实有嘭起来的感觉，美眼仪大家都出了吗，有没有用了的姐妹劝我留下的，很纠结留还是出，除了舍不得，留下怕不用#射频美容仪[话题]# #初普[话题]# #家用美容仪[话题]# #我的随手拍[话题]# #美容仪[话题]#",21,6,76,留不要出 面部的操作好多细节的地方还是大 而且面部的功率比眼部的大 不太适合眼部,0.0,2023-06-07 10:33:40,子晨妈妈,5660f8f950c4b4562910ae52,,正向,推荐,产品功效与效果感知,具体功能效果反馈
2025-05-20 14:46:20,初普美容仪,第二次用初普,647f44ca000000000800ce03,normal,"['http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40204908vu0i66hpmojj9j8?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40004908vu0i66hp1ni2ubo?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj400g4908vu0i66hpi52icg0?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40104908vu0i66hp0notfig?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj401g4908vu0i66hp4ntndao?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL']",https://www.xiaohongshu.com/discovery/item/647f44ca000000000800ce03?xsec_source=app_share&xsec_token=CBWNtkfbN7dCfPRd1YTPGfzp0kaiyWLSTaAPZS4a58q8Y=,是卡渣菲啦🍉,https://www.xiaohongshu.com/user/profile/5863c1233460944b33f61a39,2023-06-06 14:38:02,"好多姐妹私信问我温控灯什么样的，清楚的拍了几个照片，没打开和打开的都拍了，提示灯一直都是蓝色，并没有橘色。
微电流需要另外打开才会有，感觉做完后确实有嘭起来的感觉，美眼仪大家都出了吗，有没有用了的姐妹劝我留下的，很纠结留还是出，除了舍不得，留下怕不用#射频美容仪[话题]# #初普[话题]# #家用美容仪[话题]# #我的随手拍[话题]# #美容仪[话题]#",21,6,76,现在初普还在用吗 效果有吗[笑哭R],0.0,2023-11-11 01:48:31,momo,593958eb6a6a69541a4f17ac,,其他,询问,产品功效与效果感知,具体功能效果反馈
2025-05-20 14:46:20,初普美容仪,第二次用初普,647f44ca000000000800ce03,normal,"['http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40204908vu0i66hpmojj9j8?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40004908vu0i66hp1ni2ubo?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj400g4908vu0i66hpi52icg0?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40104908vu0i66hp0notfig?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj401g4908vu0i66hp4ntndao?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL']",https://www.xiaohongshu.com/discovery/item/647f44ca000000000800ce03?xsec_source=app_share&xsec_token=CBWNtkfbN7dCfPRd1YTPGfzp0kaiyWLSTaAPZS4a58q8Y=,是卡渣菲啦🍉,https://www.xiaohongshu.com/user/profile/5863c1233460944b33f61a39,2023-06-06 14:38:02,"好多姐妹私信问我温控灯什么样的，清楚的拍了几个照片，没打开和打开的都拍了，提示灯一直都是蓝色，并没有橘色。
微电流需要另外打开才会有，感觉做完后确实有嘭起来的感觉，美眼仪大家都出了吗，有没有用了的姐妹劝我留下的，很纠结留还是出，除了舍不得，留下怕不用#射频美容仪[话题]# #初普[话题]# #家用美容仪[话题]# #我的随手拍[话题]# #美容仪[话题]#",21,6,76,这个指示灯就是用来提示你速度的!时间到没到是听哔哔声不是看灯哦[害羞R],1.0,2023-06-07 09:42:16,西瓜拿铁,5f363d3100000000010043cf,,其他,其他,使用方法与问题咨询,功能与模式咨询
2025-05-20 14:46:20,初普美容仪,第二次用初普,647f44ca000000000800ce03,normal,"['http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40204908vu0i66hpmojj9j8?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40004908vu0i66hp1ni2ubo?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj400g4908vu0i66hpi52icg0?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40104908vu0i66hp0notfig?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj401g4908vu0i66hp4ntndao?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL']",https://www.xiaohongshu.com/discovery/item/647f44ca000000000800ce03?xsec_source=app_share&xsec_token=CBWNtkfbN7dCfPRd1YTPGfzp0kaiyWLSTaAPZS4a58q8Y=,是卡渣菲啦🍉,https://www.xiaohongshu.com/user/profile/5863c1233460944b33f61a39,2023-06-06 14:38:02,"好多姐妹私信问我温控灯什么样的，清楚的拍了几个照片，没打开和打开的都拍了，提示灯一直都是蓝色，并没有橘色。
微电流需要另外打开才会有，感觉做完后确实有嘭起来的感觉，美眼仪大家都出了吗，有没有用了的姐妹劝我留下的，很纠结留还是出，除了舍不得，留下怕不用#射频美容仪[话题]# #初普[话题]# #家用美容仪[话题]# #我的随手拍[话题]# #美容仪[话题]#",21,6,76,我用一次感觉提拉紧致非常明显,3.0,2023-06-07 05:23:13,momo,6226fbcf000000001000beb4,,正向,推荐,产品功效与效果感知,具体功能效果反馈
2025-05-20 14:46:20,初普美容仪,第二次用初普,647f44ca000000000800ce03,normal,"['http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40204908vu0i66hpmojj9j8?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40004908vu0i66hp1ni2ubo?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj400g4908vu0i66hpi52icg0?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40104908vu0i66hp0notfig?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj401g4908vu0i66hp4ntndao?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL']",https://www.xiaohongshu.com/discovery/item/647f44ca000000000800ce03?xsec_source=app_share&xsec_token=CBWNtkfbN7dCfPRd1YTPGfzp0kaiyWLSTaAPZS4a58q8Y=,是卡渣菲啦🍉,https://www.xiaohongshu.com/user/profile/5863c1233460944b33f61a39,2023-06-06 14:38:02,"好多姐妹私信问我温控灯什么样的，清楚的拍了几个照片，没打开和打开的都拍了，提示灯一直都是蓝色，并没有橘色。
微电流需要另外打开才会有，感觉做完后确实有嘭起来的感觉，美眼仪大家都出了吗，有没有用了的姐妹劝我留下的，很纠结留还是出，除了舍不得，留下怕不用#射频美容仪[话题]# #初普[话题]# #家用美容仪[话题]# #我的随手拍[话题]# #美容仪[话题]#",21,6,76,我就是凭vx的经验，说明书都没拆就上手了，使用感受比vx好，上脸即热，头也舒适很多。来自一个从stop到vx到金矿的感受,3.0,2023-06-16 04:53:00,大蛏子,5c00937600000000080012d3,,正向,推荐,产品功效与效果感知,使用体验与感受
2025-05-20 14:46:20,初普美容仪,第二次用初普,647f44ca000000000800ce03,normal,"['http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40204908vu0i66hpmojj9j8?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40004908vu0i66hp1ni2ubo?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj400g4908vu0i66hpi52icg0?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj40104908vu0i66hp0notfig?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL', 'http://sns-na-i6.xhscdn.com/1000g0082jvti3vaj401g4908vu0i66hp4ntndao?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=ORIGINAL']",https://www.xiaohongshu.com/discovery/item/647f44ca000000000800ce03?xsec_source=app_share&xsec_token=CBWNtkfbN7dCfPRd1YTPGfzp0kaiyWLSTaAPZS4a58q8Y=,是卡渣菲啦🍉,https://www.xiaohongshu.com/user/profile/5863c1233460944b33f61a39,2023-06-06 14:38:02,"好多姐妹私信问我温控灯什么样的，清楚的拍了几个照片，没打开和打开的都拍了，提示灯一直都是蓝色，并没有橘色。
微电流需要另外打开才会有，感觉做完后确实有嘭起来的感觉，美眼仪大家都出了吗，有没有用了的姐妹劝我留下的，很纠结留还是出，除了舍不得，留下怕不用#射频美容仪[话题]# #初普[话题]# #家用美容仪[话题]# #我的随手拍[话题]# #美容仪[话题]#",21,6,76,很管用。我用的奇迹。法令纹真的比以前轻了好多[笑哭R],0.0,2023-06-07 11:36:25,一些logo理解,5991949c6a6a697577cf55b4,,正向,推荐,产品功效与效果感知,具体功能效果反馈
2025-05-20 14:46:20,初普美容仪,无废话版、初普美容仪教程,647219c50000000013037506,video,['http://sns-na-i4.xhscdn.com/1000g0082icfhpfeii0005ob84u37vnlp2u10ol8?imageView2/2/w/5000/h/5000/format/webp/q/90&ap=1&sc=V_ORG'],https://www.xiaohongshu.com/discovery/item/647219c50000000013037506?xsec_source=app_share&xsec_token=CB1To4Znh_Q92FnquevuZAFVcdBX2HT8OXSzuiHplaRq0=,天黑有星星✨,https://www.xiaohongshu.com/user/profile/61682786000000001f03deb9,2023-05-27 14:55:01,"同样作为一名观众的我，真心非常不喜欢，每次博主发视频前面啰哩八唆的一堆，为了所谓的完播率。所以，每次努力都给大家精简视频，希望可以用最快捷的方法给变美的姐妹提供一些，我个人的经验借鉴，以供大家参考。😄
收到大家留言都会回复，感谢姐妹们的信任，大家可以，尽管提问。❤️知无不言言无不尽。❤️嘎嘎😄#初普奇迹S[话题]# #初普[话题]# ，#美容仪[话题]#",830,845,72,宙斯二代你们买的价格是多少呐，我看有好几个价位,1.0,2023-06-07 12:20:27,小虾虾,5df786890000000001000e1f,,询问,询问,产品购买与决策考量,价格与促销反馈
